"","nameTeam","namePlayer","number of games","stat","mean","standard deviation","median","trimmed","mad","min","max","range","skew","kurtosis","se","get this number or more"
"660","Minnesota Timberwolves","Jake Layman",9,"assists",0.6667,0.7071,1,0.6667,1.4826,0,2,2,0.419,-1.2222,0.2357,-0.0404
"661","San Antonio Spurs","Jakob Poeltl",14,"assists",2,1.5191,1.5,1.9167,2.2239,0,5,5,0.3668,-1.149,0.406,0.4809
"662","Dallas Mavericks","Jalen Brunson",9,"assists",3.3333,1.7321,3,3.3333,1.4826,1,7,6,0.6985,-0.3169,0.5774,1.6012
"663","Toronto Raptors","Jalen Harris",1,"assists",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"664","Indiana Pacers","Jalen Lecque",3,"assists",0.6667,0.5774,1,0.6667,0,0,1,1,-0.3849,-2.3333,0.3333,0.0892999999999999
"665","Charlotte Hornets","Jalen McDaniels",9,"assists",0.5556,0.8819,0,0.5556,0,0,2,2,0.8239,-1.2887,0.294,-0.3263
"666","Phoenix Suns","Jalen Smith",2,"assists",0.5,0.7071,0.5,0.5,0.7413,0,1,1,0,-2.75,0.5,-0.2071
"667","Denver Nuggets","Jamal Murray",13,"assists",4,1.9579,4,3.8182,1.4826,1,9,8,0.9839,0.8843,0.543,2.0421
"668","Orlando Magic","James Ennis III",7,"assists",1.1429,1.069,1,1.1429,1.4826,0,3,3,0.4725,-1.2666,0.4041,0.0739000000000001
"669","Houston Rockets","James Harden",10,"assists",10.9,3.3149,11,10.75,3.7065,6,17,11,0.2599,-1.1525,1.0483,7.5851
"670","Brooklyn Nets","James Harden",10,"assists",10.9,3.3149,11,10.75,3.7065,6,17,11,0.2599,-1.1525,1.0483,7.5851
"671","Dallas Mavericks","James Johnson",13,"assists",1.9231,1.3821,2,1.9091,1.4826,0,4,4,0.1252,-1.4926,0.3833,0.541
"672","Golden State Warriors","James Wiseman",13,"assists",0.3846,0.6504,0,0.2727,0,0,2,2,1.2306,0.1959,0.1804,-0.2658
"673","Los Angeles Lakers","Jared Dudley",6,"assists",0.1667,0.4082,0,0.1667,0,0,1,1,1.3608,-0.0833,0.1667,-0.2415
"674","New York Knicks","Jared Harper",2,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"675","Minnesota Timberwolves","Jarred Vanderbilt",10,"assists",1.5,1.8409,1,1.125,1.4826,0,6,6,1.3465,0.7496,0.5821,-0.3409
"676","Utah Jazz","Jarrell Brantley",2,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"677","Brooklyn Nets","Jarrett Allen",12,"assists",1.6667,1.6697,1,1.4,0.7413,0,6,6,1.3447,1.0267,0.482,-0.00299999999999989
"678","Minnesota Timberwolves","Jarrett Culver",12,"assists",1,1.4142,0,0.8,0,0,4,4,0.8839,-0.7917,0.4082,-0.4142
"679","Boston Celtics","Javonte Green",5,"assists",0.6,0.5477,1,0.6,0,0,1,1,-0.2921,-2.2533,0.2449,0.0523
"680","New Orleans Pelicans","Jaxson Hayes",13,"assists",0.5385,0.6602,0,0.4545,0,0,2,2,0.6738,-0.8226,0.1831,-0.1217
"681","Milwaukee Bucks","Jaylen Adams",1,"assists",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"682","Boston Celtics","Jaylen Brown",12,"assists",3.8333,1.6422,3.5,3.6,0.7413,2,8,6,1.1456,0.7766,0.4741,2.1911
"683","Minnesota Timberwolves","Jaylen Nowell",1,"assists",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"684","Boston Celtics","Jayson Tatum",10,"assists",3.8,3.084,2.5,3,0.7413,2,12,10,1.7845,2.0587,0.9752,0.716
"685","Brooklyn Nets","Jeff Green",15,"assists",1,1.069,1,0.8462,1.4826,0,4,4,1.3096,1.4917,0.276,-0.069
"686","Boston Celtics","Jeff Teague",10,"assists",2.5,0.8498,2,2.375,0,2,4,2,0.9776,-0.963,0.2687,1.6502
"687","Detroit Pistons","Jerami Grant",13,"assists",2.4615,1.898,2,2.3636,1.4826,0,6,6,0.7297,-0.7809,0.5264,0.5635
"688","Washington Wizards","Jerome Robinson",6,"assists",1.3333,1.2111,1.5,1.3333,1.4826,0,3,3,0.0417,-1.8809,0.4944,0.1222
"689","Phoenix Suns","Jevon Carter",12,"assists",0.9167,0.9962,1,0.8,1.4826,0,3,3,0.6521,-0.8743,0.2876,-0.0795
"690","Miami Heat","Jimmy Butler",6,"assists",5.3333,2.582,5.5,5.3333,2.9652,2,9,7,0.043,-1.7183,1.0541,2.7513
"691","Brooklyn Nets","Joe Harris",15,"assists",1.9333,1.387,2,1.9231,1.4826,0,4,4,-0.0402,-1.4535,0.3581,0.5463
"692","Utah Jazz","Joe Ingles",10,"assists",3.1,2.331,2.5,3,1.4826,0,7,7,0.6026,-1.0369,0.7371,0.769
"693","Philadelphia 76ers","Joel Embiid",11,"assists",2.9091,1.3751,3,2.8889,1.4826,1,5,4,-0.0641,-1.6424,0.4146,1.534
"694","Atlanta Hawks","John Collins",13,"assists",1.6154,1.2609,2,1.4545,1.4826,0,5,5,1.1418,1.4303,0.3497,0.3545
"695","Memphis Grizzlies","John Konchar",6,"assists",2.6667,2.3381,3,2.6667,2.9652,0,5,5,-0.1362,-2.0866,0.9545,0.3286
"696","Houston Rockets","John Wall",7,"assists",5.1429,1.9518,5,5.1429,1.4826,3,9,6,0.8681,-0.5747,0.7377,3.1911
"697","Memphis Grizzlies","Jonas Valanciunas",12,"assists",1.75,1.1382,1.5,1.7,0.7413,0,4,4,0.4451,-0.94,0.3286,0.6118
"698","Orlando Magic","Jordan Bone",9,"assists",1.2222,1.3017,1,1.2222,1.4826,0,4,4,0.8495,-0.4083,0.4339,-0.0795000000000001
"699","Utah Jazz","Jordan Clarkson",14,"assists",2.0714,1.7305,2,1.9167,1.4826,0,6,6,0.6431,-0.4153,0.4625,0.3409
"700","Minnesota Timberwolves","Jordan McLaughlin",5,"assists",3.6,3.5071,4,3.6,4.4478,0,9,9,0.4328,-1.5934,1.5684,0.0929000000000002
"701","Milwaukee Bucks","Jordan Nwora",8,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"702","Golden State Warriors","Jordan Poole",8,"assists",0.875,0.991,1,0.875,0.7413,0,3,3,0.9752,-0.1296,0.3504,-0.116
"703","Dallas Mavericks","Josh Green",11,"assists",0.5455,0.8202,0,0.4444,0,0,2,2,0.8578,-1.0601,0.2473,-0.2747
"704","Oklahoma City Thunder","Josh Hall",5,"assists",1,1,1,1,1.4826,0,2,2,0,-2.2,0.4472,0
"705","New Orleans Pelicans","Josh Hart",13,"assists",1.6923,1.3156,2,1.6364,1.4826,0,4,4,0.1199,-1.3962,0.3649,0.3767
"706","Detroit Pistons","Josh Jackson",11,"assists",1.6364,1.0269,2,1.6667,1.4826,0,3,3,-0.333,-1.2284,0.3096,0.6095
"707","Minnesota Timberwolves","Josh Okogie",6,"assists",1.8333,1.3292,2,1.8333,0.7413,0,4,4,0.2445,-1.194,0.5426,0.5041
"708","Dallas Mavericks","Josh Richardson",8,"assists",1.625,0.9161,2,1.625,0.7413,0,3,3,-0.3201,-1.0601,0.3239,0.7089
"709","Milwaukee Bucks","Jrue Holiday",14,"assists",5.0714,1.2688,5,5.0833,1.4826,3,7,4,-0.122,-1.0885,0.3391,3.8026
"710","Golden State Warriors","Juan Toscano-Anderson",6,"assists",1.8333,1.472,1.5,1.8333,1.4826,0,4,4,0.2323,-1.7165,0.6009,0.3613
"711","Minnesota Timberwolves","Juancho Hernangomez",11,"assists",0.5455,0.9342,0,0.4444,0,0,2,2,0.8847,-1.3127,0.2817,-0.3887
"712","New York Knicks","Julius Randle",15,"assists",6.1333,2.5598,6,6.1538,1.4826,1,11,10,-0.0426,-0.6275,0.6609,3.5735
"713","Indiana Pacers","Justin Holiday",13,"assists",1.1538,1.4051,1,0.9091,1.4826,0,5,5,1.4146,1.5236,0.3897,-0.2513
"714","Oklahoma City Thunder","Justin Jackson",5,"assists",0.6,1.3416,0,0.6,0,0,3,3,1.0733,-0.92,0.6,-0.7416
"715","Sacramento Kings","Justin James",5,"assists",0.6,0.8944,0,0.6,0,0,2,2,0.6037,-1.67,0.4,-0.2944
"716","Portland Trail Blazers","Jusuf Nurkic",12,"assists",2.75,2.0505,2.5,2.7,1.4826,0,6,6,0.3081,-1.2394,0.5919,0.6995
"717","Utah Jazz","Juwan Morgan",3,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"718","Miami Heat","KZ Okpala",6,"assists",0.3333,0.5164,0,0.3333,0,0,1,1,0.5379,-1.9583,0.2108,-0.1831
"719","Orlando Magic","Karim Mane",6,"assists",0.1667,0.4082,0,0.1667,0,0,1,1,1.3608,-0.0833,0.1667,-0.2415
"720","Minnesota Timberwolves","Karl-Anthony Towns",4,"assists",4.25,1.893,3.5,4.25,0.7413,3,7,4,0.6219,-1.7913,0.9465,2.357
"721","LA Clippers","Kawhi Leonard",12,"assists",5.9167,2.4664,5.5,5.8,2.2239,3,10,7,0.3207,-1.542,0.712,3.4503
"722","San Antonio Spurs","Keita Bates-Diop",2,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"723","Indiana Pacers","Kelan Martin",6,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"724","San Antonio Spurs","Keldon Johnson",14,"assists",2.2143,1.4239,2,2.1667,1.4826,0,5,5,0.3939,-1.018,0.3806,0.7904
"725","Portland Trail Blazers","Keljin Blevins",5,"assists",0.8,0.8367,1,0.8,1.4826,0,2,2,0.2459,-1.818,0.3742,-0.0367
"726","Miami Heat","Kelly Olynyk",11,"assists",2.5455,1.5725,2,2.5556,1.4826,0,5,5,-0.0058,-1.4623,0.4741,0.973
"727","Golden State Warriors","Kelly Oubre Jr.",13,"assists",0.9231,1.1152,0,0.8182,0,0,3,3,0.4687,-1.5541,0.3093,-0.1921
"728","Boston Celtics","Kemba Walker",1,"assists",4,NA,4,4,0,4,4,0,NA,NA,NA,NA
"729","Miami Heat","Kendrick Nunn",7,"assists",1.8571,2.1157,1,1.8571,1.4826,0,6,6,0.8829,-0.7102,0.7997,-0.2586
"730","Oklahoma City Thunder","Kenrich Williams",13,"assists",1,1.291,0,0.8182,0,0,4,4,0.858,-0.4523,0.3581,-0.291
"731","Golden State Warriors","Kent Bazemore",11,"assists",2,0.7746,2,2,1.4826,1,3,2,0,-1.4848,0.2335,1.2254
"732","Los Angeles Lakers","Kentavious Caldwell-Pope",11,"assists",1.4545,0.8202,1,1.4444,1.4826,0,3,3,0.1307,-0.8409,0.2473,0.6343
"733","Houston Rockets","Kenyon Martin Jr.",5,"assists",0.8,0.8367,1,0.8,1.4826,0,2,2,0.2459,-1.818,0.3742,-0.0367
"734","Brooklyn Nets","Kevin Durant",11,"assists",5.7273,2.9014,5,5.2222,1.4826,3,13,10,1.2733,0.8031,0.8748,2.8259
"735","Atlanta Hawks","Kevin Huerter",13,"assists",3.6154,2.1031,4,3.4545,2.9652,1,8,7,0.5208,-0.8433,0.5833,1.5123
"736","New York Knicks","Kevin Knox II",15,"assists",0.8667,0.9904,1,0.7692,1.4826,0,3,3,0.6539,-0.9484,0.2557,-0.1237
"737","Cleveland Cavaliers","Kevin Love",2,"assists",2.5,0.7071,2.5,2.5,0.7413,2,3,1,0,-2.75,0.5,1.7929
"738","Golden State Warriors","Kevon Looney",13,"assists",1.3077,1.5484,1,1.1818,1.4826,0,4,4,0.6437,-1.2427,0.4294,-0.2407
"739","Orlando Magic","Khem Birch",14,"assists",1.0714,0.8287,1,1.0833,1.4826,0,2,2,-0.1152,-1.6389,0.2215,0.2427
"740","Milwaukee Bucks","Khris Middleton",14,"assists",5.5714,1.6508,5.5,5.5,1.4826,3,9,6,0.4549,-0.6957,0.4412,3.9206
"741","Detroit Pistons","Killian Hayes",7,"assists",3.5714,2.6367,3,3.5714,2.9652,1,8,7,0.4924,-1.4835,0.9966,0.9347
"742","New Orleans Pelicans","Kira Lewis Jr.",6,"assists",1.3333,1.9664,0.5,1.3333,0.7413,0,5,5,0.9304,-0.877,0.8028,-0.6331
"743","Los Angeles Lakers","Kostas Antetokounmpo",1,"assists",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"744","Dallas Mavericks","Kristaps Porzingis",4,"assists",0.5,0.5774,0.5,0.5,0.7413,0,1,1,0,-2.4375,0.2887,-0.0774
"745","Memphis Grizzlies","Kyle Anderson",13,"assists",4.0769,2.6914,3,3.9091,2.9652,1,9,8,0.6824,-0.9846,0.7465,1.3855
"746","Sacramento Kings","Kyle Guy",4,"assists",1.75,2.2174,1,1.75,0.7413,0,5,5,0.645,-1.7427,1.1087,-0.4674
"747","Los Angeles Lakers","Kyle Kuzma",15,"assists",1.1333,1.1872,1,1,1.4826,0,4,4,0.959,-0.0118,0.3065,-0.0539000000000001
"748","Toronto Raptors","Kyle Lowry",12,"assists",7.0833,2.8431,6.5,7.1,2.9652,2,12,10,0.01,-1.0559,0.8207,4.2402
"749","Brooklyn Nets","Kyrie Irving",7,"assists",6.1429,2.1931,6,6.1429,2.9652,4,10,6,0.5771,-1.2886,0.8289,3.9498
"750","San Antonio Spurs","LaMarcus Aldridge",11,"assists",2.3636,1.6895,2,2.1111,1.4826,1,6,5,0.8356,-0.6942,0.5094,0.6741
"751","Charlotte Hornets","LaMelo Ball",14,"assists",6.1429,2.9315,5,6.1667,2.2239,1,11,10,0.2611,-0.9942,0.7835,3.2114
"752","Cleveland Cavaliers","Lamar Stevens",9,"assists",0.7778,1.3944,0,0.7778,0,0,4,4,1.3306,0.2982,0.4648,-0.6166
"753","Brooklyn Nets","Landry Shamet",15,"assists",1.1333,1.5055,1,0.9231,1.4826,0,5,5,1.4314,0.9126,0.3887,-0.3722
"754","Phoenix Suns","Langston Galloway",12,"assists",0.4167,0.6686,0,0.3,0,0,2,2,1.1116,-0.133,0.193,-0.2519
"755","Cleveland Cavaliers","Larry Nance Jr.",13,"assists",3.7692,2.3507,3,3.7273,2.9652,0,8,8,0.2195,-1.1357,0.652,1.4185
"756","Chicago Bulls","Lauri Markkanen",7,"assists",1.1429,1.6762,0,1.1429,0,0,4,4,0.7206,-1.4552,0.6335,-0.5333
"757","Los Angeles Lakers","LeBron James",15,"assists",7.5333,2.2949,7,7.3846,2.9652,5,12,7,0.5061,-1.108,0.5925,5.2384
"758","San Antonio Spurs","Lonnie Walker IV",14,"assists",1.7143,1.2044,2,1.6667,1.4826,0,4,4,0.02,-0.9893,0.3219,0.5099
"759","New Orleans Pelicans","Lonzo Ball",10,"assists",4.4,2.2706,4,4.25,2.2239,1,9,8,0.4244,-0.6233,0.718,2.1294
"760","LA Clippers","Lou Williams",12,"assists",2.5833,1.5643,2.5,2.6,1.4826,0,5,5,0.12,-1.1936,0.4516,1.019
"761","Oklahoma City Thunder","Luguentz Dort",13,"assists",0.9231,0.9541,1,0.8182,1.4826,0,3,3,0.6667,-0.6858,0.2646,-0.0309999999999999
"762","Dallas Mavericks","Luka Doncic",12,"assists",9.3333,3.2004,9,9.2,2.9652,5,15,10,0.2412,-1.2777,0.9239,6.1329
"763","San Antonio Spurs","Luka Samanic",3,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"764","LA Clippers","Luke Kennard",14,"assists",1.9286,1.6392,1,1.75,0.7413,0,6,6,1.1757,0.2716,0.4381,0.2894
"765","Chicago Bulls","Luke Kornet",1,"assists",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"766","Toronto Raptors","Malachi Flynn",9,"assists",1.2222,1.2019,1,1.2222,1.4826,0,3,3,0.3967,-1.5597,0.4006,0.0203
"767","Indiana Pacers","Malcolm Brogdon",13,"assists",7.4615,1.6641,7,7.3636,1.4826,5,11,6,0.3123,-0.5284,0.4615,5.7974
"768","Minnesota Timberwolves","Malik Beasley",12,"assists",2.0833,1.8809,2,2,2.9652,0,5,5,0.2663,-1.4401,0.543,0.2024
"769","Charlotte Hornets","Malik Monk",4,"assists",1.5,1.7321,1.5,1.5,2.2239,0,3,3,0,-2.4375,0.866,-0.2321
"770","Los Angeles Lakers","Marc Gasol",15,"assists",2,2.2361,1,1.6923,1.4826,0,8,8,1.288,0.8987,0.5774,-0.2361
"771","LA Clippers","Marcus Morris Sr.",6,"assists",1.1667,1.169,1,1.1667,1.4826,0,3,3,0.3709,-1.6181,0.4773,-0.00229999999999997
"772","Boston Celtics","Marcus Smart",11,"assists",5.6364,2.5009,6,5.5556,1.4826,2,10,8,0.1323,-1.0217,0.7541,3.1355
"773","Orlando Magic","Markelle Fultz",8,"assists",5.375,3.42,5.5,5.375,3.7065,0,10,10,-0.186,-1.6011,1.2092,1.955
"774","Los Angeles Lakers","Markieff Morris",15,"assists",0.8667,0.7432,1,0.8462,1.4826,0,2,2,0.1833,-1.3018,0.1919,0.1235
"775","Denver Nuggets","Markus Howard",6,"assists",0.1667,0.4082,0,0.1667,0,0,1,1,1.3608,-0.0833,0.1667,-0.2415
"776","Cleveland Cavaliers","Marques Bolden",6,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"777","Golden State Warriors","Marquese Chriss",2,"assists",1,0,1,1,0,1,1,0,NA,NA,0,1
"778","Sacramento Kings","Marvin Bagley III",14,"assists",0.9286,0.8287,1,0.9167,1.4826,0,2,2,0.1152,-1.6389,0.2215,0.0999
"779","Houston Rockets","Mason Jones",6,"assists",1.6667,1.3663,1.5,1.6667,0.7413,0,4,4,0.4938,-1.193,0.5578,0.3004
"780","Detroit Pistons","Mason Plumlee",13,"assists",3.5385,1.898,3,3.5455,2.9652,1,6,5,0.0803,-1.7,0.5264,1.6405
"781","Philadelphia 76ers","Matisse Thybulle",11,"assists",0.8182,1.2505,0,0.5556,0,0,4,4,1.4225,0.9836,0.377,-0.4323
"782","Toronto Raptors","Matt Thomas",5,"assists",1,1.7321,0,1,0,0,4,4,0.9238,-1.1333,0.7746,-0.7321
"783","Miami Heat","Maurice Harkless",7,"assists",0.5714,1.1339,0,0.5714,0,0,3,3,1.3199,0.0552,0.4286,-0.5625
"784","Miami Heat","Max Strus",4,"assists",1,0,1,1,0,1,1,0,NA,NA,0,1
"785","Dallas Mavericks","Maxi Kleber",9,"assists",1.3333,1,1,1.3333,0,0,3,3,0.7407,-0.9259,0.3333,0.3333
"786","Miami Heat","Meyers Leonard",3,"assists",0.6667,0.5774,1,0.6667,0,0,1,1,-0.3849,-2.3333,0.3333,0.0892999999999999
"787","LA Clippers","Mfiondu Kabengele",9,"assists",0.2222,0.6667,0,0.2222,0,0,2,2,2.0741,2.6296,0.2222,-0.4445
"788","Orlando Magic","Michael Carter-Williams",7,"assists",1.7143,1.1127,2,1.7143,1.4826,0,3,3,-0.1524,-1.636,0.4206,0.6016
"789","Denver Nuggets","Michael Porter Jr.",4,"assists",1.75,0.5,2,1.75,0,1,2,1,-0.75,-1.6875,0.25,1.25
"790","Phoenix Suns","Mikal Bridges",12,"assists",1.3333,0.9847,1.5,1.3,0.7413,0,3,3,-0.097,-1.3851,0.2843,0.3486
"791","Utah Jazz","Mike Conley",14,"assists",6.2857,2.4629,6,6.3333,2.9652,2,10,8,0.0673,-1.2972,0.6582,3.8228
"792","Oklahoma City Thunder","Mike Muscala",12,"assists",0.6667,0.6513,1,0.6,0.7413,0,2,2,0.3351,-1.0451,0.188,0.0154
"793","Philadelphia 76ers","Mike Scott",8,"assists",0.125,0.3536,0,0.125,0,0,1,1,1.8562,1.7031,0.125,-0.2286
"794","Charlotte Hornets","Miles Bridges",14,"assists",2,1.4142,2,1.9167,1.4826,0,5,5,0.4546,-0.6071,0.378,0.5858
"795","New York Knicks","Mitchell Robinson",15,"assists",0.4667,0.7432,0,0.3846,0,0,2,2,1.0797,-0.4278,0.1919,-0.2765
"796","Utah Jazz","Miye Oni",9,"assists",0.5556,0.7265,0,0.5556,0,0,2,2,0.7012,-1.0269,0.2422,-0.1709
"797","Orlando Magic","Mo Bamba",4,"assists",0.5,0.5774,0.5,0.5,0.7413,0,1,1,0,-2.4375,0.2887,-0.0774
"798","Denver Nuggets","Monte Morris",14,"assists",3.2143,1.5777,3,3.25,1.4826,0,6,6,-0.108,-0.727,0.4216,1.6366
"799","Los Angeles Lakers","Montrezl Harrell",15,"assists",0.9333,0.8837,1,0.8462,1.4826,0,3,3,0.6947,-0.3082,0.2282,0.0496
"800","Washington Wizards","Moritz Wagner",5,"assists",0.8,0.4472,1,0.8,0,0,1,1,-1.0733,-0.92,0.2,0.3528
"801","Oklahoma City Thunder","Moses Brown",5,"assists",0.2,0.4472,0,0.2,0,0,1,1,1.0733,-0.92,0.2,-0.2472
"802","Golden State Warriors","Mychal Mulder",12,"assists",0.5,0.6742,0,0.4,0,0,2,2,0.8158,-0.6808,0.1946,-0.1742
"803","Indiana Pacers","Myles Turner",12,"assists",1.0833,1.379,0.5,0.9,0.7413,0,4,4,0.8188,-0.7981,0.3981,-0.2957
"804","New Orleans Pelicans","Naji Marshall",2,"assists",0.5,0.7071,0.5,0.5,0.7413,0,1,1,0,-2.75,0.5,-0.2071
"805","Portland Trail Blazers","Nassir Little",4,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"806","Dallas Mavericks","Nate Hinton",4,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"807","Atlanta Hawks","Nathan Knight",6,"assists",0.1667,0.4082,0,0.1667,0,0,1,1,1.3608,-0.0833,0.1667,-0.2415
"808","Minnesota Timberwolves","Naz Reid",12,"assists",1.1667,1.0299,1,1,0,0,4,4,1.5343,2.0849,0.2973,0.1368
"809","Sacramento Kings","Nemanja Bjelica",10,"assists",1.9,1.1972,2,1.625,0.7413,1,5,4,1.5664,1.623,0.3786,0.7028
"810","New York Knicks","Nerlens Noel",13,"assists",0.3077,0.4804,0,0.2727,0,0,1,1,0.7391,-1.5562,0.1332,-0.1727
"811","Charlotte Hornets","Nick Richards",4,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"812","New Orleans Pelicans","Nickeil Alexander-Walker",11,"assists",1.8182,1.4709,1,1.6667,1.4826,0,5,5,0.9674,-0.3137,0.4435,0.3473
"813","Golden State Warriors","Nico Mannion",1,"assists",2,NA,2,2,0,2,2,0,NA,NA,NA,NA
"814","LA Clippers","Nicolas Batum",14,"assists",2.7143,1.9779,3,2.6667,1.4826,0,6,6,0.0916,-1.0849,0.5286,0.7364
"815","New Orleans Pelicans","Nicolo Melli",8,"assists",1.125,0.991,1,1.125,0.7413,0,3,3,0.5659,-0.9071,0.3504,0.134
"816","Denver Nuggets","Nikola Jokic",14,"assists",10,3.8028,10.5,9.8333,2.2239,4,18,14,0.1714,-0.6652,1.0163,6.1972
"817","Orlando Magic","Nikola Vucevic",14,"assists",3.5,1.8292,3,3.5,1.4826,0,7,7,0.14,-0.6723,0.4889,1.6708
"818","Toronto Raptors","Norman Powell",13,"assists",0.8462,0.6887,1,0.8182,0,0,2,2,0.1588,-1.0858,0.191,0.1575
"819","Toronto Raptors","OG Anunoby",13,"assists",1.5385,0.9674,2,1.5455,1.4826,0,3,3,-0.0995,-1.1651,0.2683,0.5711
"820","New York Knicks","Obi Toppin",5,"assists",0.8,0.8367,1,0.8,1.4826,0,2,2,0.2459,-1.818,0.3742,-0.0367
"821","Atlanta Hawks","Onyeka Okongwu",1,"assists",2,NA,2,2,0,2,2,0,NA,NA,NA,NA
"822","Chicago Bulls","Otto Porter Jr.",12,"assists",1.9167,0.793,2,1.9,1.4826,1,3,2,0.123,-1.5338,0.2289,1.1237
"823","Houston Rockets","P.J. Tucker",12,"assists",1.5833,1.6765,1,1.4,1.4826,0,5,5,0.7165,-0.8906,0.484,-0.0932000000000002
"824","Charlotte Hornets","P.J. Washington",14,"assists",3,1.9612,2.5,3,2.2239,0,6,6,0.0568,-1.6577,0.5241,1.0388
"825","Denver Nuggets","PJ Dozier",14,"assists",1.2857,0.9945,1,1.25,1.4826,0,3,3,0.3379,-1.0801,0.2658,0.2912
"826","Toronto Raptors","Pascal Siakam",12,"assists",4.9167,3.5537,4,4.7,2.2239,0,12,12,0.5863,-0.8376,1.0259,1.363
"827","Milwaukee Bucks","Pat Connaughton",11,"assists",1.4545,1.5076,1,1.2222,1.4826,0,5,5,1.0341,0.1239,0.4545,-0.0531000000000001
"828","LA Clippers","Patrick Beverley",13,"assists",2.2308,2.6506,1,1.9091,1.4826,0,8,8,0.8611,-0.6661,0.7351,-0.4198
"829","LA Clippers","Patrick Patterson",6,"assists",0.6667,0.8165,0.5,0.6667,0.7413,0,2,2,0.4763,-1.5833,0.3333,-0.1498
"830","Chicago Bulls","Patrick Williams",13,"assists",1.0769,0.7596,1,1.0909,1.4826,0,2,2,-0.1059,-1.3962,0.2107,0.3173
"831","San Antonio Spurs","Patty Mills",14,"assists",3.0714,1.6854,3,2.9167,1.4826,1,7,6,0.6129,-0.2371,0.4504,1.386
"832","LA Clippers","Paul George",13,"assists",5.0769,2.3616,4,5,2.9652,2,9,7,0.3712,-1.2562,0.655,2.7153
"833","Denver Nuggets","Paul Millsap",14,"assists",1.5714,1.3986,1,1.5,1.4826,0,4,4,0.5691,-1.1916,0.3738,0.1728
"834","Philadelphia 76ers","Paul Reed",4,"assists",0.75,0.9574,0.5,0.75,0.7413,0,2,2,0.3205,-2.0842,0.4787,-0.2074
"835","Toronto Raptors","Paul Watson",4,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"836","Boston Celtics","Payton Pritchard",12,"assists",2.8333,2.2496,2.5,2.6,2.2239,0,8,8,0.7166,-0.1366,0.6494,0.5837
"837","Miami Heat","Precious Achiuwa",12,"assists",0.9167,1.2401,0,0.8,0,0,3,3,0.6657,-1.4013,0.358,-0.3234
"838","Los Angeles Lakers","Quinn Cook",10,"assists",0.3,0.6749,0,0.125,0,0,2,2,1.6391,1.1714,0.2134,-0.3749
"839","Denver Nuggets","R.J. Hampton",9,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"840","New York Knicks","RJ Barrett",15,"assists",3.4,1.1832,3,3.4615,1.4826,1,5,4,-0.2608,-0.9195,0.3055,2.2168
"841","Atlanta Hawks","Rajon Rondo",5,"assists",4,2.8284,2,4,0,2,8,6,0.4243,-2,1.2649,1.1716
"842","Washington Wizards","Raul Neto",11,"assists",1.6364,1.4334,1,1.4444,1.4826,0,5,5,0.9552,0.1554,0.4322,0.203
"843","New York Knicks","Reggie Bullock",13,"assists",1.3077,1.1094,1,1.2727,1.4826,0,3,3,0.112,-1.525,0.3077,0.1983
"844","LA Clippers","Reggie Jackson",12,"assists",2.1667,1.8505,2.5,2,2.2239,0,6,6,0.4092,-0.8752,0.5342,0.3162
"845","Brooklyn Nets","Reggie Perry",7,"assists",1,0.5774,1,1,0,0,2,2,0,-0.4286,0.2182,0.4226
"846","Sacramento Kings","Richaun Holmes",13,"assists",1.9231,1.8913,1,1.7273,1.4826,0,6,6,0.8518,-0.5198,0.5245,0.0318000000000001
"847","Minnesota Timberwolves","Ricky Rubio",11,"assists",5.3636,2.2482,5,5.2222,1.4826,2,10,8,0.4986,-0.5909,0.6779,3.1154
"848","Portland Trail Blazers","Robert Covington",14,"assists",1.7143,1.2044,1.5,1.6667,0.7413,0,4,4,0.2653,-1.1639,0.3219,0.5099
"849","Boston Celtics","Robert Williams III",8,"assists",0.625,0.9161,0,0.625,0,0,2,2,0.6554,-1.5925,0.3239,-0.2911
"850","Sacramento Kings","Robert Woodard II",5,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"851","Washington Wizards","Robin Lopez",11,"assists",0.5455,0.8202,0,0.4444,0,0,2,2,0.8578,-1.0601,0.2473,-0.2747
"852","Brooklyn Nets","Rodions Kurucs",6,"assists",0.5,0.8367,0,0.5,0,0,2,2,0.8537,-1.1718,0.3416,-0.3367
