"","nameTeam","namePlayer","pts","ast","treb","PRA"
"474","Portland Trail Blazers","Derrick Jones Jr.",6,1,6,13
"475","Portland Trail Blazers","Robert Covington",9,0,8,17
"476","Houston Rockets","James Harden",44,17,4,65
"477","Portland Trail Blazers","Jusuf Nurkic",12,6,11,29
"478","San Antonio Spurs","LaMarcus Aldridge",12,4,6,22
"479","San Antonio Spurs","Rudy Gay",8,2,5,15
"480","San Antonio Spurs","Patty Mills",21,3,1,25
"481","Toronto Raptors","Matt Thomas",8,1,3,12
"482","San Antonio Spurs","Lonnie Walker IV",14,2,4,20
"483","Toronto Raptors","Fred VanVleet",27,9,3,39
"484","San Antonio Spurs","DeMar DeRozan",27,8,5,40
"485","San Antonio Spurs","Trey Lyles",3,1,1,5
"486","San Antonio Spurs","Jakob Poeltl",4,5,7,16
"487","San Antonio Spurs","Dejounte Murray",11,10,10,31
"488","Toronto Raptors","Chris Boucher",22,1,10,33
"489","Toronto Raptors","Kyle Lowry",16,10,0,26
"490","San Antonio Spurs","Devin Vassell",7,1,5,13
"491","San Antonio Spurs","Keldon Johnson",12,0,9,21
"492","Toronto Raptors","Pascal Siakam",16,8,15,39
"493","Toronto Raptors","OG Anunoby",10,1,6,17
"494","Toronto Raptors","Norman Powell",0,1,1,2
"495","Toronto Raptors","Aron Baynes",13,1,7,21
"496","Toronto Raptors","DeAndre' Bembry",2,0,1,3
"497","Chicago Bulls","Wendell Carter Jr.",9,2,6,17
"498","Chicago Bulls","Lauri Markkanen",16,0,9,25
"499","Indiana Pacers","Malcolm Brogdon",18,6,2,26
"500","Indiana Pacers","Victor Oladipo",22,1,7,30
"501","Indiana Pacers","T.J. Warren",23,3,6,32
"502","Indiana Pacers","Myles Turner",9,1,5,15
"503","Indiana Pacers","Jalen Lecque",0,0,2,2
"504","Chicago Bulls","Denzel Valentine",11,0,1,12
"505","Chicago Bulls","Adam Mokoka",0,0,0,0
"506","Chicago Bulls","Otto Porter Jr.",10,2,6,18
"507","Chicago Bulls","Zach LaVine",17,2,1,20
"508","Chicago Bulls","Garrett Temple",6,2,2,10
"509","Indiana Pacers","Doug McDermott",12,0,8,20
"510","Chicago Bulls","Tomas Satoransky",6,9,4,19
"511","Indiana Pacers","Cassius Stanley",2,0,1,3
"512","Chicago Bulls","Coby White",12,3,2,17
"513","Indiana Pacers","JaKarr Sampson",0,0,1,1
"514","Indiana Pacers","Justin Holiday",5,2,2,9
"515","Indiana Pacers","T.J. McConnell",4,8,3,15
"516","Indiana Pacers","Kelan Martin",2,0,0,2
"517","Chicago Bulls","Daniel Gafford",3,0,4,7
"518","Chicago Bulls","Patrick Williams",9,1,2,12
"519","Chicago Bulls","Chandler Hutchison",2,0,1,3
"520","Indiana Pacers","Aaron Holiday",6,2,2,10
"521","Chicago Bulls","Ryan Arcidiacono",5,2,3,10
"522","Indiana Pacers","Domantas Sabonis",22,11,10,43
"523","Cleveland Cavaliers","Larry Nance Jr.",0,2,7,9
"524","Detroit Pistons","Derrick Rose",13,4,4,21
"525","Detroit Pistons","Mason Plumlee",6,5,9,20
"526","Detroit Pistons","Sekou Doumbouya",0,0,2,2
"527","Cleveland Cavaliers","Cedi Osman",22,0,4,26
"528","Detroit Pistons","Killian Hayes",3,2,3,8
"529","Cleveland Cavaliers","Dante Exum",4,4,3,11
"530","Detroit Pistons","Jahlil Okafor",6,0,4,10
"531","Cleveland Cavaliers","JaVale McGee",11,0,2,13
"532","Cleveland Cavaliers","Andre Drummond",23,5,16,44
"533","Cleveland Cavaliers","Kevin Love",15,3,9,27
"534","Detroit Pistons","Saddiq Bey",0,0,2,2
"535","Detroit Pistons","Blake Griffin",26,4,6,36
"536","Cleveland Cavaliers","Isaac Okoro",0,0,3,3
"537","Cleveland Cavaliers","Collin Sexton",32,3,2,37
"538","Cleveland Cavaliers","Darius Garland",21,12,5,38
"539","Detroit Pistons","Jerami Grant",28,2,10,40
"540","Detroit Pistons","Josh Jackson",6,1,8,15
"541","Detroit Pistons","Svi Mykhailiuk",12,2,3,17
"542","Detroit Pistons","Delon Wright",19,4,6,29
"543","Philadelphia 76ers","Tyrese Maxey",2,3,2,7
"544","New York Knicks","RJ Barrett",10,4,6,20
"545","Philadelphia 76ers","Danny Green",6,3,5,14
"546","Philadelphia 76ers","Mike Scott",3,0,2,5
"547","New York Knicks","Nerlens Noel",4,1,4,9
"548","New York Knicks","Reggie Bullock",6,2,3,11
"549","New York Knicks","Theo Pinson",0,0,0,0
"550","New York Knicks","Elfrid Payton",0,1,3,4
"551","Philadelphia 76ers","Seth Curry",17,3,4,24
"552","New York Knicks","Dennis Smith Jr.",4,2,2,8
"553","New York Knicks","Frank Ntilikina",0,0,0,0
"554","New York Knicks","Kevin Knox II",7,3,4,14
"555","Philadelphia 76ers","Tobias Harris",17,2,5,24
"556","Philadelphia 76ers","Dwight Howard",9,0,6,15
"557","Philadelphia 76ers","Ben Simmons",15,6,9,30
"558","Philadelphia 76ers","Joel Embiid",27,2,10,39
"559","Philadelphia 76ers","Shake Milton",10,0,1,11
"560","Philadelphia 76ers","Furkan Korkmaz",3,1,3,7
"561","Philadelphia 76ers","Matisse Thybulle",0,0,0,0
"562","New York Knicks","Mitchell Robinson",11,0,9,20
"563","New York Knicks","Julius Randle",25,3,7,35
"564","New York Knicks","Alec Burks",22,3,5,30
"565","Washington Wizards","Russell Westbrook",15,12,15,42
"566","Orlando Magic","Cole Anthony",9,5,5,19
"567","Orlando Magic","Khem Birch",8,1,5,14
"568","Washington Wizards","Ish Smith",8,3,4,15
"569","Washington Wizards","Isaac Bonga",10,2,0,12
"570","Washington Wizards","Raul Neto",11,0,0,11
"571","Orlando Magic","Nikola Vucevic",22,3,17,42
"572","Orlando Magic","Evan Fournier",13,0,5,18
"573","Orlando Magic","Aaron Gordon",15,3,9,27
"574","Orlando Magic","Chuma Okeke",3,2,3,8
"575","Orlando Magic","Markelle Fultz",21,7,4,32
"576","Orlando Magic","Dwayne Bacon",6,1,1,8
"577","Washington Wizards","Davis Bertans",9,1,1,11
"578","Washington Wizards","Robin Lopez",4,0,3,7
"579","Washington Wizards","Thomas Bryant",19,1,5,25
"580","Washington Wizards","Jerome Robinson",0,1,2,3
"581","Washington Wizards","Bradley Beal",39,5,7,51
"582","Orlando Magic","Terrence Ross",25,1,2,28
"583","Washington Wizards","Deni Avdija",5,2,3,10
"584","Orlando Magic","Michael Carter-Williams",8,2,3,13
"585","Washington Wizards","Troy Brown Jr.",0,1,3,4
"586","Charlotte Hornets","Terry Rozier",19,2,3,24
"587","Charlotte Hornets","Devonte' Graham",14,10,3,27
"588","Charlotte Hornets","LaMelo Ball",13,1,5,19
"589","Charlotte Hornets","Jalen McDaniels",2,1,5,8
"590","Oklahoma City Thunder","George Hill",21,3,4,28
"591","Charlotte Hornets","Cody Martin",0,1,3,4
"592","Charlotte Hornets","P.J. Washington",18,1,8,27
"593","Oklahoma City Thunder","Mike Muscala",14,1,2,17
"594","Oklahoma City Thunder","Theo Maledon",4,2,0,6
"595","Oklahoma City Thunder","Shai Gilgeous-Alexander",24,9,7,40
"596","Oklahoma City Thunder","Kenrich Williams",5,2,3,10
"597","Oklahoma City Thunder","Darius Bazley",15,1,10,26
"598","Charlotte Hornets","Bismack Biyombo",5,4,9,18
"599","Charlotte Hornets","Miles Bridges",14,0,5,19
"600","Charlotte Hornets","Gordon Hayward",12,7,5,24
"601","Charlotte Hornets","Caleb Martin",10,0,1,11
"602","Oklahoma City Thunder","Al Horford",3,3,13,19
"603","Oklahoma City Thunder","Hamidou Diallo",8,2,6,16
"604","Oklahoma City Thunder","Luguentz Dort",15,2,5,22
"605","Oklahoma City Thunder","Aleksej Pokusevski",0,0,4,4
"606","Memphis Grizzlies","John Konchar",7,0,4,11
"607","Memphis Grizzlies","Ja Morant",28,7,3,38
"608","Atlanta Hawks","Trae Young",36,9,3,48
"609","Atlanta Hawks","Solomon Hill",6,0,2,8
"610","Atlanta Hawks","Cam Reddish",5,2,3,10
"611","Atlanta Hawks","Nathan Knight",14,0,3,17
"612","Memphis Grizzlies","Jonas Valanciunas",13,4,12,29
"613","Memphis Grizzlies","Gorgui Dieng",5,0,2,7
"614","Memphis Grizzlies","Kyle Anderson",20,1,14,35
"615","Atlanta Hawks","John Collins",13,0,10,23
"616","Atlanta Hawks","Bruno Fernando",0,3,10,13
"617","Atlanta Hawks","Brandon Goodwin",5,0,1,6
"618","Atlanta Hawks","Kevin Huerter",21,4,2,27
"619","Memphis Grizzlies","Grayson Allen",10,2,4,16
"620","Memphis Grizzlies","Desmond Bane",6,0,1,7
"621","Atlanta Hawks","De'Andre Hunter",15,3,11,29
"622","Memphis Grizzlies","Tyus Jones",0,3,1,4
"623","Memphis Grizzlies","Dillon Brooks",19,2,2,23
"624","Atlanta Hawks","Bogdan Bogdanovic",7,2,9,18
"625","Memphis Grizzlies","Brandon Clarke",4,1,3,8
"626","Phoenix Suns","Jalen Smith",0,0,2,2
"627","Phoenix Suns","Langston Galloway",0,0,0,0
"628","Phoenix Suns","Frank Kaminsky",0,0,1,1
"629","Phoenix Suns","Damian Jones",2,0,2,4
"630","Sacramento Kings","Hassan Whiteside",8,1,8,17
"631","Sacramento Kings","Buddy Hield",14,0,4,18
"632","Sacramento Kings","Glenn Robinson III",8,0,3,11
"633","Phoenix Suns","Deandre Ayton",9,2,12,23
"634","Phoenix Suns","Devin Booker",26,3,3,32
"635","Sacramento Kings","Richaun Holmes",11,1,9,21
"636","Phoenix Suns","Jevon Carter",2,0,1,3
"637","Sacramento Kings","Nemanja Bjelica",12,2,1,15
"638","Phoenix Suns","Cameron Payne",8,4,1,13
"639","Phoenix Suns","Cameron Johnson",8,1,2,11
"640","Phoenix Suns","Jae Crowder",17,2,8,27
"641","Sacramento Kings","Cory Joseph",3,1,3,7
"642","Sacramento Kings","Tyrese Haliburton",2,5,2,9
"643","Sacramento Kings","Marvin Bagley III",13,1,11,25
"644","Sacramento Kings","Harrison Barnes",11,2,11,24
"645","Phoenix Suns","Mikal Bridges",9,1,3,13
"646","Phoenix Suns","Chris Paul",22,12,5,39
"647","Sacramento Kings","De'Aaron Fox",24,7,4,35
"648","Dallas Mavericks","Dwight Powell",4,0,4,8
"649","Dallas Mavericks","Dorian Finney-Smith",8,1,1,10
"650","LA Clippers","Lou Williams",0,1,1,2
"651","LA Clippers","Serge Ibaka",13,1,9,23
"652","Dallas Mavericks","Maxi Kleber",5,1,5,11
"653","Dallas Mavericks","Josh Richardson",21,2,3,26
"654","LA Clippers","Ivica Zubac",10,0,2,12
"655","Dallas Mavericks","Willie Cauley-Stein",9,2,6,17
"656","Dallas Mavericks","Tim Hardaway Jr.",18,2,5,25
"657","LA Clippers","Nicolas Batum",4,1,6,11
"658","LA Clippers","Paul George",15,4,2,21
"659","Dallas Mavericks","Wes Iwundu",6,0,1,7
"660","LA Clippers","Patrick Patterson",0,0,1,1
"661","LA Clippers","Luke Kennard",7,1,2,10
"662","LA Clippers","Amir Coffey",1,2,1,4
"663","LA Clippers","Daniel Oturu",4,0,2,6
"664","LA Clippers","Terance Mann",4,2,3,9
"665","Dallas Mavericks","Jalen Brunson",11,3,2,16
"666","Dallas Mavericks","James Johnson",5,3,8,16
"667","LA Clippers","Patrick Beverley",2,0,2,4
"668","LA Clippers","Reggie Jackson",8,1,3,12
"669","LA Clippers","Mfiondu Kabengele",5,0,2,7
"670","Dallas Mavericks","Tyrell Terry",0,0,1,1
"671","Dallas Mavericks","Josh Green",4,2,2,8
"672","Dallas Mavericks","Luka Doncic",24,8,9,41
"673","Dallas Mavericks","Boban Marjanovic",4,0,5,9
"674","Dallas Mavericks","Trey Burke",5,1,2,8
"675","Cleveland Cavaliers","JaVale McGee",7,2,6,15
"676","Cleveland Cavaliers","Dean Wade",3,0,4,7
"677","Cleveland Cavaliers","Damyean Dotson",5,1,1,7
"678","Philadelphia 76ers","Ben Simmons",15,4,6,25
"679","Cleveland Cavaliers","Collin Sexton",22,3,3,28
"680","Cleveland Cavaliers","Kevin Love",4,2,3,9
"681","Cleveland Cavaliers","Thon Maker",2,0,2,4
"682","Cleveland Cavaliers","Lamar Stevens",2,0,2,4
"683","Philadelphia 76ers","Terrance Ferguson",0,1,0,1
"684","Philadelphia 76ers","Tobias Harris",16,5,9,30
"685","Philadelphia 76ers","Danny Green",4,1,3,8
"686","Cleveland Cavaliers","Larry Nance Jr.",13,5,4,22
"687","Philadelphia 76ers","Dakota Mathias",8,2,1,11
"688","Philadelphia 76ers","Tony Bradley",4,1,8,13
"689","Philadelphia 76ers","Isaiah Joe",2,1,1,4
"690","Philadelphia 76ers","Dwight Howard",9,0,3,12
"691","Cleveland Cavaliers","Marques Bolden",2,0,0,2
"692","Cleveland Cavaliers","Dante Exum",6,6,4,16
"693","Cleveland Cavaliers","Cedi Osman",14,2,2,18
"694","Philadelphia 76ers","Furkan Korkmaz",4,2,2,8
"695","Philadelphia 76ers","Shake Milton",6,2,1,9
"696","Cleveland Cavaliers","Darius Garland",14,7,0,21
"697","Philadelphia 76ers","Matisse Thybulle",0,0,1,1
"698","Philadelphia 76ers","Tyrese Maxey",6,1,0,7
"699","Philadelphia 76ers","Mike Scott",12,0,3,15
"700","Cleveland Cavaliers","Andre Drummond",24,3,14,41
"701","Philadelphia 76ers","Seth Curry",8,4,1,13
"702","Minnesota Timberwolves","Juancho Hernangomez",6,0,5,11
"703","Los Angeles Lakers","Markieff Morris",7,1,6,14
"704","Los Angeles Lakers","Jared Dudley",3,0,2,5
"705","Los Angeles Lakers","Dennis Schroder",11,4,4,19
"706","Los Angeles Lakers","Kentavious Caldwell-Pope",8,2,2,12
"707","Minnesota Timberwolves","Josh Okogie",4,1,0,5
"708","Los Angeles Lakers","Montrezl Harrell",12,2,1,15
"709","Los Angeles Lakers","Wesley Matthews",4,2,1,7
"710","Los Angeles Lakers","LeBron James",18,5,9,32
"711","Los Angeles Lakers","Marc Gasol",12,8,7,27
"712","Los Angeles Lakers","Quinn Cook",5,2,1,8
"713","Minnesota Timberwolves","Jordan McLaughlin",4,1,3,8
"714","Los Angeles Lakers","Kyle Kuzma",20,3,3,26
"715","Minnesota Timberwolves","D'Angelo Russell",4,3,0,7
"716","Los Angeles Lakers","Alex Caruso",7,0,2,9
"717","Los Angeles Lakers","Alfonzo McKinnie",8,0,2,10
"718","Minnesota Timberwolves","Jake Layman",10,0,3,13
"719","Los Angeles Lakers","Kostas Antetokounmpo",0,0,4,4
"720","Minnesota Timberwolves","Ricky Rubio",9,4,4,17
"721","Minnesota Timberwolves","Jarrett Culver",8,0,4,12
"722","Minnesota Timberwolves","Ed Davis",4,1,7,12
"723","Minnesota Timberwolves","Malik Beasley",8,2,5,15
"724","Minnesota Timberwolves","Naz Reid",11,4,5,20
"725","Minnesota Timberwolves","Jarred Vanderbilt",2,6,7,15
"726","Minnesota Timberwolves","Jaden McDaniels",6,0,1,7
"727","Los Angeles Lakers","Talen Horton-Tucker",12,3,2,17
"728","Minnesota Timberwolves","Anthony Edwards",15,2,4,21
"729","Phoenix Suns","Mikal Bridges",22,1,7,30
"730","Phoenix Suns","Jevon Carter",5,0,1,6
"731","Sacramento Kings","Hassan Whiteside",6,0,2,8
"732","Sacramento Kings","Harrison Barnes",10,0,7,17
"733","Sacramento Kings","Cory Joseph",9,2,2,13
"734","Phoenix Suns","Ty-Shon Alexander",0,0,0,0
"735","Phoenix Suns","Cameron Johnson",21,1,1,23
"736","Sacramento Kings","Jahmi'us Ramsey",2,0,1,3
"737","Sacramento Kings","Buddy Hield",17,3,0,20
"738","Phoenix Suns","Chris Paul",8,12,4,24
"739","Phoenix Suns","Jae Crowder",2,3,3,8
"740","Phoenix Suns","Cameron Payne",7,6,5,18
"741","Phoenix Suns","Deandre Ayton",11,4,15,30
"742","Sacramento Kings","Nemanja Bjelica",3,2,3,8
"743","Phoenix Suns","Devin Booker",20,5,5,30
"744","Phoenix Suns","Frank Kaminsky",11,2,2,15
"745","Phoenix Suns","Damian Jones",0,0,1,1
"746","Sacramento Kings","Kyle Guy",5,1,2,8
"747","Sacramento Kings","Glenn Robinson III",0,1,1,2
"748","Sacramento Kings","Tyrese Haliburton",15,6,1,22
"749","Sacramento Kings","Richaun Holmes",8,0,11,19
"750","Sacramento Kings","Robert Woodard II",2,0,1,3
"751","Phoenix Suns","Langston Galloway",9,0,0,9
"752","Sacramento Kings","Justin James",0,1,0,1
"753","Sacramento Kings","Marvin Bagley III",11,1,8,20
"754","Sacramento Kings","De'Aaron Fox",12,4,0,16
"755","Golden State Warriors","Kelly Oubre Jr.",8,0,11,19
"756","Chicago Bulls","Garrett Temple",2,2,1,5
"757","Chicago Bulls","Otto Porter Jr.",12,3,6,21
"758","Chicago Bulls","Zach LaVine",33,3,7,43
"759","Golden State Warriors","Kevon Looney",8,4,4,16
"760","Chicago Bulls","Tomas Satoransky",3,3,1,7
"761","Golden State Warriors","James Wiseman",7,0,3,10
"762","Golden State Warriors","Mychal Mulder",7,0,0,7
"763","Golden State Warriors","Eric Paschall",15,2,2,19
"764","Golden State Warriors","Damion Lee",12,2,2,16
"765","Golden State Warriors","Jordan Poole",10,1,2,13
"766","Golden State Warriors","Juan Toscano-Anderson",5,1,5,11
"767","Golden State Warriors","Stephen Curry",36,6,2,44
"768","Chicago Bulls","Wendell Carter Jr.",22,4,13,39
"769","Chicago Bulls","Lauri Markkanen",23,1,7,31
"770","Golden State Warriors","Andrew Wiggins",19,4,9,32
"771","Chicago Bulls","Chandler Hutchison",7,4,8,19
"772","Chicago Bulls","Coby White",20,5,7,32
"773","Golden State Warriors","Brad Wanamaker",2,5,1,8
"774","Chicago Bulls","Patrick Williams",6,2,4,12
"775","Boston Celtics","Grant Williams",6,0,4,10
"776","Indiana Pacers","T.J. McConnell",2,7,3,12
"777","Boston Celtics","Jeff Teague",9,2,3,14
"778","Boston Celtics","Robert Williams III",12,1,4,17
"779","Boston Celtics","Marcus Smart",11,6,3,20
"780","Boston Celtics","Jaylen Brown",18,4,2,24
"781","Boston Celtics","Semi Ojeleye",2,1,1,4
"782","Boston Celtics","Daniel Theis",4,0,4,8
"783","Indiana Pacers","Justin Holiday",13,1,4,18
"784","Boston Celtics","Tristan Thompson",7,0,8,15
"785","Indiana Pacers","Malcolm Brogdon",25,5,5,35
"786","Indiana Pacers","T.J. Warren",17,1,5,23
"787","Indiana Pacers","Doug McDermott",16,3,1,20
"788","Boston Celtics","Jayson Tatum",25,5,11,41
"789","Indiana Pacers","Myles Turner",10,0,7,17
"790","Indiana Pacers","Aaron Holiday",6,1,2,9
"791","Boston Celtics","Payton Pritchard",13,2,0,15
"792","Indiana Pacers","Domantas Sabonis",19,5,10,34
"793","New York Knicks","Ignas Brazdeikis",2,0,1,3
"794","New York Knicks","Kevin Knox II",7,2,4,13
"795","Milwaukee Bucks","Thanasis Antetokounmpo",0,0,2,2
"796","Milwaukee Bucks","Sam Merrill",3,2,3,8
"797","Milwaukee Bucks","D.J. Wilson",1,0,1,2
"798","Milwaukee Bucks","Jrue Holiday",8,5,4,17
"799","Milwaukee Bucks","Giannis Antetokounmpo",27,5,13,45
"800","Milwaukee Bucks","Bryn Forbes",1,0,0,1
"801","Milwaukee Bucks","Brook Lopez",6,0,2,8
"802","Milwaukee Bucks","Pat Connaughton",4,1,3,8
"803","Milwaukee Bucks","D.J. Augustin",2,1,1,4
"804","Milwaukee Bucks","Jordan Nwora",9,0,2,11
"805","Milwaukee Bucks","Bobby Portis",17,2,7,26
"806","Milwaukee Bucks","Torrey Craig",0,2,0,2
"807","Milwaukee Bucks","Donte DiVincenzo",10,1,2,13
"808","New York Knicks","Alec Burks",18,5,2,25
"809","New York Knicks","Reggie Bullock",7,1,3,11
"810","New York Knicks","Elfrid Payton",27,7,3,37
"811","Milwaukee Bucks","Khris Middleton",22,5,4,31
"812","New York Knicks","RJ Barrett",17,4,8,29
"813","New York Knicks","Jared Harper",0,0,0,0
"814","New York Knicks","Julius Randle",29,7,14,50
"815","New York Knicks","Frank Ntilikina",12,0,1,13
"816","New York Knicks","Mitchell Robinson",9,1,6,16
"817","New York Knicks","Nerlens Noel",2,0,4,6
"818","New York Knicks","Theo Pinson",0,0,0,0
"819","San Antonio Spurs","Trey Lyles",0,0,2,2
"820","San Antonio Spurs","Devin Vassell",0,1,2,3
"821","San Antonio Spurs","LaMarcus Aldridge",4,1,4,9
"822","San Antonio Spurs","Lonnie Walker IV",16,1,2,19
"823","New Orleans Pelicans","JJ Redick",3,1,1,5
"824","New Orleans Pelicans","Jaxson Hayes",6,0,4,10
"825","New Orleans Pelicans","Zion Williamson",18,0,11,29
"826","New Orleans Pelicans","Lonzo Ball",16,5,8,29
"827","San Antonio Spurs","Patty Mills",10,3,2,15
"828","San Antonio Spurs","Dejounte Murray",13,3,7,23
"829","San Antonio Spurs","DeMar DeRozan",8,10,3,21
"830","San Antonio Spurs","Rudy Gay",22,2,6,30
"831","San Antonio Spurs","Keldon Johnson",14,5,11,30
"832","New Orleans Pelicans","Eric Bledsoe",7,0,2,9
"833","New Orleans Pelicans","Brandon Ingram",28,6,11,45
"834","San Antonio Spurs","Jakob Poeltl",8,0,8,16
"835","New Orleans Pelicans","Josh Hart",12,0,10,22
"836","New Orleans Pelicans","Steven Adams",8,3,9,20
"837","Orlando Magic","Gary Clark",0,1,3,4
"838","Washington Wizards","Raul Neto",22,5,4,31
"839","Orlando Magic","Evan Fournier",19,2,1,22
"840","Washington Wizards","Thomas Bryant",16,5,7,28
"841","Orlando Magic","Dwayne Bacon",6,0,3,9
"842","Orlando Magic","Markelle Fultz",26,2,2,30
"843","Orlando Magic","Nikola Vucevic",15,4,8,27
"844","Washington Wizards","Isaac Bonga",6,1,7,14
"845","Orlando Magic","Chuma Okeke",0,2,1,3
"846","Washington Wizards","Bradley Beal",29,7,5,41
"847","Washington Wizards","Davis Bertans",5,1,2,8
"848","Orlando Magic","Aaron Gordon",4,0,6,10
"849","Washington Wizards","Ish Smith",4,4,3,11
"850","Washington Wizards","Deni Avdija",9,3,9,21
"851","Orlando Magic","Khem Birch",6,2,7,15
"852","Orlando Magic","Terrence Ross",26,0,1,27
"853","Orlando Magic","Cole Anthony",12,3,7,22
"854","Washington Wizards","Jerome Robinson",2,0,0,2
"855","Orlando Magic","Michael Carter-Williams",6,3,6,15
"856","Washington Wizards","Robin Lopez",8,0,5,13
"857","Washington Wizards","Troy Brown Jr.",12,1,5,18
"858","Brooklyn Nets","Jeff Green",0,2,0,2
"859","Brooklyn Nets","Kevin Durant",29,4,3,36
"860","Charlotte Hornets","P.J. Washington",14,5,12,31
"861","Brooklyn Nets","Spencer Dinwiddie",5,3,4,12
"862","Charlotte Hornets","Jalen McDaniels",0,2,1,3
"863","Charlotte Hornets","Cody Martin",4,4,6,14
"864","Charlotte Hornets","Terry Rozier",19,5,4,28
"865","Brooklyn Nets","Taurean Prince",2,0,2,4
"866","Brooklyn Nets","Kyrie Irving",25,6,3,34
"867","Brooklyn Nets","Joe Harris",13,1,2,16
"868","Charlotte Hornets","Miles Bridges",10,3,4,17
"869","Charlotte Hornets","Bismack Biyombo",12,1,6,19
"870","Charlotte Hornets","Devonte' Graham",13,3,8,24
"871","Brooklyn Nets","DeAndre Jordan",1,2,12,15
"872","Charlotte Hornets","Gordon Hayward",28,7,6,41
"873","Brooklyn Nets","Landry Shamet",0,0,1,1
"874","Brooklyn Nets","Caris LeVert",10,4,5,19
"875","Charlotte Hornets","Caleb Martin",0,0,0,0
"876","Charlotte Hornets","LaMelo Ball",6,5,5,16
"877","Brooklyn Nets","Jarrett Allen",8,1,14,23
"878","Brooklyn Nets","Timothe Luwawu-Cabarrot",11,0,0,11
"879","Los Angeles Lakers","Dennis Schroder",24,4,4,32
"880","Portland Trail Blazers","Damian Lillard",31,5,4,40
"881","Portland Trail Blazers","Robert Covington",4,2,6,12
"882","Portland Trail Blazers","Anfernee Simons",0,1,0,1
"883","Los Angeles Lakers","Kyle Kuzma",6,0,0,6
"884","Los Angeles Lakers","Anthony Davis",13,5,10,28
"885","Portland Trail Blazers","Jusuf Nurkic",10,3,12,25
"886","Los Angeles Lakers","LeBron James",29,6,9,44
"887","Los Angeles Lakers","Wesley Matthews",2,3,1,6
"888","Portland Trail Blazers","CJ McCollum",20,11,3,34
"889","Portland Trail Blazers","Rodney Hood",5,3,1,9
"890","Los Angeles Lakers","Montrezl Harrell",9,1,6,16
"891","Portland Trail Blazers","Gary Trent Jr.",28,1,3,32
"892","Los Angeles Lakers","Talen Horton-Tucker",6,0,2,8
"893","Los Angeles Lakers","Markieff Morris",0,1,1,2
"894","Los Angeles Lakers","Marc Gasol",4,0,7,11
"895","Los Angeles Lakers","Kentavious Caldwell-Pope",14,0,1,15
"896","Portland Trail Blazers","Enes Kanter",12,0,14,26
"897","Portland Trail Blazers","Derrick Jones Jr.",5,1,2,8
